DID,TS,SID,FID,VR,VY,VB,AVG_VLN,VRY,VYB,VBR,AVG_VLL,IR,IY,IB,AVG_I,R_PF,Y_PF,B_PF,AVG_PF,FREQUENCY,R_KW,Y_KW,B_KW,TOTAL_KW,R_KVA,Y_KVA,B_KVA,TOTAL_KVA,R_KVAR,Y_KVAR,B_KVAR,TOTAL_KVAR,R_THD_V,Y_THD_V,B_THD_V,R_THD_I,Y_THD_I,B_THD_I,RSSI,KWH,KVAH,KVARH
E_AA_Z_B_X_P0005_D3,9/20/2025 6:09,16,V1.0,244.4708331,231.8791639,230.6794303,248.9162507,413.8020237,377.0715997,450.2569195,407.1117338,105.0907421,145.7016856,104.0837132,100.4614844,0.855345292,0.971722037,0.910694396,0.967531215,50.09758654,6.185116979,20.73014066,2.584119085,21.05779711,22.29572417,15.87972393,4.967545071,73.4260386,25.74261074,12.18021559,9.821342063,30.99025854,1.090749936,7.360830532,14.3051558,17.28558388,15.89501508,2.635428994,-87.45639259,6.221482172,8.520619097,4.506859879
E_AA_Z_B_X_P0005_D3,9/20/2025 6:09,16,V1.0,244.4197722,236.2555236,232.6606716,256.3542644,400.047454,378.36591,424.9932698,429.0339929,108.5223309,2.945130249,105.3100868,8.156190896,0.738175044,0.825249699,0.88657083,0.997391646,51.11914188,3.595772145,17.12778311,8.646206384,51.0704212,16.8569626,20.90339239,6.315035754,10.15459933,10.1002141,5.937257689,14.96157932,30.16140114,7.96549994,6.127813622,0.982903139,5.355278015,6.69591214,5.992702443,-79.34656268,6.363344453,8.548826317,4.590641549
E_AA_Z_B_X_P0005_D3,9/20/2025 6:09,16,V1.0,190.4944524,206.6010363,281.3411468,213.4624865,389.864136,369.5882839,417.1576661,365.910728,106.509188,109.1815962,90.62625045,94.04975069,0.572118256,0.916842616,0.831926846,0.851858989,50.16589297,7.297646648,2.447752715,2.556321225,59.84460292,25.05835764,17.63268792,3.554000199,30.68782811,1.277167502,23.67462181,11.01679431,42.75035537,13.50491434,3.045687407,12.27083711,6.447585552,15.44395783,10.29796963,-30.07293769,6.529579462,8.634070284,4.709392536
E_AA_Z_B_X_P0005_D3,9/20/2025 6:09,16,V1.0,249.2701588,169.8268088,222.2971349,243.722116,306.9301523,420.276993,427.219256,400.5702498,99.39786687,96.19497205,99.53386076,91.88489703,0.96964629,0.861122506,0.94270196,0.926669792,50.7550641,12.27034726,20.95986523,4.467717309,23.3212447,13.91741019,27.4085594,30.69763816,50.52979815,7.232975107,14.30806025,21.6321548,0.115678974,1.251032283,1.997323942,0.607404999,1.342519465,28.66251261,5.191149568,-80.72373211,6.594360697,8.774430834,4.709713867
E_AA_Z_B_X_P0005_D3,9/20/2025 6:10,16,V1.0,224.4392986,241.3724688,247.554057,272.9101582,505.7740506,432.2378332,431.4622272,425.445676,105.7494601,105.8174147,38.92074513,109.3082262,0.906767511,0.933704342,0.880444555,0.906641097,49.92518504,13.78758332,2.914747076,6.826217793,45.90637392,21.79092158,24.37288986,12.16472577,60.90247568,3.705704694,26.02451697,1.212032374,42.48730291,6.823404808,1.014422758,1.390123433,4.146415737,4.854954036,1.707586685,-68.61646752,6.721878402,8.943604378,4.827734153
E_AA_Z_B_X_P0005_D3,9/20/2025 6:10,16,V1.0,244.0136769,272.8820579,290.9204735,256.0658677,351.8126556,398.2443309,418.256207,415.8747672,102.1211206,109.0793964,109.9750094,108.9860738,0.609991722,0.992726293,0.832683473,0.950341407,50.3380922,15.340723,25.10851589,17.29110867,57.19959263,29.36798909,29.78427901,20.02561141,12.95454146,13.4770635,5.044505467,18.65923767,54.82176441,5.587346205,1.520283937,10.77622052,9.081917698,5.394206631,4.72922383,-48.86943374,6.880766159,8.979589215,4.980016832
E_AA_Z_B_X_P0005_D3,9/20/2025 6:10,16,V1.0,176.2575172,223.08158,237.0587542,240.970805,381.3473497,393.4151498,345.6997071,424.0382708,90.55774626,99.58980301,49.41047707,101.3147793,0.863780027,0.717100578,0.882413372,0.32907874,49.02720277,16.02756874,2.554188995,13.81141424,17.31469188,3.278667132,22.71598764,16.23337995,19.1511844,27.65723066,0.702152761,17.35861596,26.80704084,7.732475128,7.299799654,6.736094966,15.76241028,3.500755299,9.862563842,-49.57104974,6.928862526,9.03278695,5.054480834
E_AA_Z_B_X_P0005_D3,9/20/2025 6:10,16,V1.0,216.3282036,299.7366126,218.3329526,176.6587586,374.2500704,406.4365152,327.228994,403.9860242,103.5132721,91.61460172,96.98784302,107.51637,0.860484908,0.88800673,0.844967653,0.926700281,49.61131717,8.695965917,24.6390898,1.253849712,68.83407853,15.40983004,22.15675215,12.32503226,57.92633267,18.15921882,9.932961048,3.939162919,73.50786347,0.319584719,1.497467972,10.87538659,8.297839279,0.719887575,1.814529684,-89.00136499,7.120068299,9.193693429,5.258669344
E_AA_Z_B_X_P0005_D3,9/20/2025 6:10,16,V1.0,235.6030678,234.4615259,228.0819484,190.7664836,378.5449037,333.7225826,385.4200396,433.703492,97.24361311,12.84131076,22.43050024,109.9751386,0.964374999,0.896177076,0.822218411,0.946313956,50.46106813,13.17312238,6.61891865,8.625800322,23.00925619,26.76404927,12.36568544,21.73640575,10.48217645,14.60230138,14.45603831,6.02414434,34.2049744,3.385513964,9.101771864,0.808031516,6.690092699,8.692640814,0.360903426,-58.57410674,7.1839829,9.222810586,5.353683161
E_AA_Z_B_X_P0005_D3,9/20/2025 6:10,16,V1.0,254.3440707,229.2098505,224.6678801,210.7259329,513.1107055,441.8923157,433.8755863,419.1292444,91.40490646,3.48625373,98.40382526,92.47553347,0.890115427,0.974965765,0.993977157,0.581836684,49.28820501,4.83289984,21.37336693,17.91119427,13.37286748,3.106709541,2.804868787,18.0601042,30.23074761,0.702186268,9.545438758,29.06738197,9.820912627,4.164927627,3.95732821,2.015344543,14.30083972,12.32650496,5.612372201,-37.90806081,7.221129754,9.306784885,5.380963474
E_AA_Z_B_X_P0005_D3,9/20/2025 6:11,16,V1.0,245.0987817,263.4987053,270.5219244,249.7559328,361.4864842,372.9200721,367.3163969,405.9871813,96.21755533,107.515129,130.8864595,103.3292897,0.95335379,0.952479282,0.976874964,0.975594163,50.75035536,25.73048045,23.36803244,16.23294032,33.43257293,25.12279675,30.33666528,24.07088576,20.91960637,28.89379158,14.13754364,27.17403774,59.88455447,2.249156859,0.41729806,8.374131012,19.52434652,1.636408059,5.896208432,-89.33543818,7.313998012,9.364894903,5.547309459
E_AA_Z_B_X_P0005_D3,9/20/2025 6:11,16,V1.0,273.6688319,250.2108976,229.7113089,253.55511,420.262435,489.2927763,429.9571388,408.6249875,95.03779006,144.0814596,91.47748898,103.4072809,0.896899482,0.916424407,0.927808262,0.849639508,50.21720778,13.92847437,18.655605,11.38771906,56.11518867,5.779685369,5.038613606,19.12704888,45.98945787,13.50823975,16.57249445,4.49171007,20.03485541,6.743000764,2.911128502,3.116577639,3.961571917,29.67217097,2.173087679,-63.0074001,7.469873536,9.492643397,5.602961835
E_AA_Z_B_X_P0005_D3,9/20/2025 6:11,16,V1.0,251.2875064,229.5190712,233.028917,233.3030064,426.5377568,401.7435625,440.4309636,413.1636359,92.61284702,95.57852568,94.86176475,90.61609338,0.959370021,0.834211392,0.912819169,0.897896035,49.71466254,8.127152746,21.72258838,23.62643547,39.8718939,10.58309724,19.09269169,6.858410807,73.14968083,16.02339056,15.69209483,10.29391558,17.79657418,10.181738,3.016195608,6.87824138,18.95158584,9.24230616,5.14146905,-38.33140736,7.580628797,9.695836955,5.652396763
E_AA_Z_B_X_P0005_D3,9/20/2025 6:11,16,V1.0,243.0317218,222.6979009,230.3114441,237.1892797,282.6682086,512.6767169,363.8191526,402.8975309,97.07660396,98.68358169,103.4026842,90.48271481,0.91039042,0.869521752,0.917604412,0.959975508,49.54252875,1.003778303,25.48172013,13.71984945,24.85978973,12.87504986,30.19424098,17.54854001,72.16867162,5.898735079,24.69869984,13.40703369,16.31497022,0.108689304,13.46900982,5.528906032,9.668772019,26.57367569,5.521988125,-37.21864111,7.649683769,9.896305487,5.697716125
E_AA_Z_B_X_P0005_D3,9/20/2025 6:11,16,V1.0,262.425307,254.8487603,216.9049826,226.0927809,510.1921439,394.0841002,411.0733132,408.1890063,95.85667404,108.030286,101.3067249,109.9060081,0.740041335,0.876829881,0.422418469,0.977817668,50.35585735,14.0330415,9.082352901,24.35813884,55.68670511,27.43698476,13.28065068,28.29198014,36.01372679,19.83232366,5.814577844,13.94116563,38.35432763,2.761623813,4.889062529,1.351713947,7.108213116,6.368019459,1.524912672,-38.85992213,7.804369061,9.996343617,5.804255924
E_AA_Z_B_X_P0005_D3,9/20/2025 6:11,16,V1.0,202.4782165,252.1464235,226.3682143,239.4092787,309.5702468,402.6737007,376.748251,427.0300149,109.6245777,90.78168313,94.7123596,95.36842133,0.598849204,0.895059117,0.891817789,0.973452452,49.59600921,3.12217217,15.47905947,10.08083822,32.73674494,8.108064437,20.30296745,15.41295623,84.21137679,7.105182802,11.97983871,3.509161837,10.74310999,2.516012459,7.002649281,7.174298482,3.717914258,3.434997114,3.068561184,-33.901502,7.895304463,10.23026411,5.834097896
E_AA_Z_B_X_P0005_D3,9/20/2025 6:12,16,V1.0,210.7130427,277.6212767,244.5341715,221.6470889,299.0764604,408.7906255,390.431801,417.2080962,90.17683704,3.884372897,38.53597737,91.0273682,0.938993744,0.984202969,0.896820963,0.853121572,50.49375295,27.59344629,2.580937708,21.67268117,20.01578883,13.60731115,15.10175388,24.45661202,89.51175229,29.73098278,0.7154762,7.808060654,73.27068794,3.068511395,7.521434947,2.474812156,2.579504231,4.565623332,16.03584406,-43.55389965,7.950903877,10.47890786,6.037627585
E_AA_Z_B_X_P0005_D3,9/20/2025 6:12,16,V1.0,220.9406691,262.8728556,218.3237516,240.4408522,429.0367875,419.516989,328.5852709,402.9910377,97.90303619,106.2932415,35.2338177,37.9215501,0.885899616,0.857331065,0.803300833,0.868916884,50.34666325,10.09284186,16.47722552,1.87748956,8.450209835,7.093329265,30.98488146,28.11103983,37.43664587,17.22501192,19.50473408,10.84899038,3.279526103,3.044040138,1.958376452,6.557848061,14.16187056,19.87691816,7.084751973,-61.960992,7.974376682,10.58289855,6.04673738
E_AA_Z_B_X_P0005_D3,9/20/2025 6:12,16,V1.0,262.2522104,240.1711437,248.046344,256.1117821,517.0321539,396.835872,425.3182719,402.9845702,94.60686785,104.462299,92.72531828,106.8378862,0.708433878,0.899013119,0.383868905,0.737432041,50.1129563,17.8494729,4.039153078,12.08729676,28.53079913,8.152995924,22.78389589,6.765441514,26.39289302,15.69757422,27.6305746,13.88881402,34.82950833,3.41248448,0.111641177,1.215700295,6.098922337,0.644546349,0.228007156,-86.09335994,8.053628902,10.65621214,6.143486014
E_AA_Z_B_X_P0005_D3,9/20/2025 6:12,16,V1.0,247.9605432,184.271297,247.7819792,237.4122289,395.254325,416.2488227,436.1340179,422.1708069,90.51814902,98.23489313,100.6749349,104.0529737,0.836627412,0.903385097,0.864046658,0.95477947,50.14913402,0.831295401,8.96024058,19.18062415,77.0768306,30.98641748,7.27523656,19.11504283,52.60066142,1.352900016,28.15324327,8.726454818,4.268418262,1.043202586,8.1781967,2.043221335,9.461714727,0.946615862,0.863346145,-31.42563196,8.267731209,10.80232509,6.155342731
E_AA_Z_B_X_P0005_D3,9/20/2025 6:12,16,V1.0,198.3021617,256.2752413,247.6550105,236.014193,451.0027036,393.9178968,311.3658215,401.4434041,107.718346,102.4127561,108.5395078,147.7006767,0.530173321,0.897664068,0.775190587,0.888081892,49.71896056,20.10932015,21.7220157,0.05329398,18.69301686,23.82864735,0.100871557,4.639953764,17.12179122,4.473955109,14.47022673,12.10377873,15.2902563,12.90428876,4.180292398,8.711075948,3.09587391,7.408903908,7.369669456,-39.99131359,8.319656256,10.84988562,6.197815665
E_AA_Z_B_X_P0005_D3,9/20/2025 6:12,16,V1.0,262.3809813,256.0278693,231.3960449,164.7184968,415.6134459,394.5475869,393.6158823,404.4802583,109.7387322,99.21825711,4.245929152,104.7485326,0.992692764,0.98193756,0.944035173,0.891445945,50.42446474,26.96009144,21.21853149,6.723140177,66.76290845,27.21172062,11.70885578,8.114344252,57.50570729,20.83157747,13.29269023,16.72996465,32.51122135,1.711462041,2.200790007,3.699789016,25.53830567,6.887884719,1.636005012,-41.47115445,8.505108779,11.00962369,6.288124614
E_AA_Z_B_X_P0005_D3,9/20/2025 6:13,16,V1.0,250.8197222,254.5728248,243.6169483,199.9531873,318.0631865,444.0457233,393.9532623,413.6052295,102.4202299,103.5776441,16.87515645,60.48673777,0.840061795,0.97885961,0.897831646,0.878900896,49.86587702,7.684401471,24.52115107,27.93463182,55.60526612,3.561284159,10.25435448,17.019574,63.69659697,7.727666383,7.220838045,5.816325048,37.08978852,3.339559809,11.47289569,2.704552266,4.531336324,8.551839805,25.57583937,-31.99842243,8.659567852,11.18655869,6.391151804
E_AA_Z_B_X_P0005_D3,9/20/2025 6:13,16,V1.0,248.8762922,230.7234047,249.958244,244.7779595,304.8411191,400.2874302,465.1283116,509.8160735,107.9210799,93.77438905,95.70973775,108.9298824,0.90631184,0.965853604,0.959504095,0.976728939,50.39641292,26.16211101,19.32041158,21.65083257,57.59535556,27.00150376,23.22047468,1.98057488,3.950784006,11.15360943,3.107574582,4.970240467,9.971368909,9.609626569,1.858697959,4.356956388,8.622770612,10.70718205,3.905571335,-70.16008917,8.81955495,11.19753309,6.418850051
E_AA_Z_B_X_P0005_D3,9/20/2025 6:13,16,V1.0,241.1644649,220.7992428,186.403572,220.8463753,515.6052257,335.1662527,299.218703,410.9323103,108.5666114,98.1214913,95.70241586,99.21072295,0.95207893,0.832709639,0.837446513,0.919040387,50.89946761,12.71802068,0.560552265,6.036219914,69.19158951,10.71218425,0.998672549,19.6185933,57.51416443,17.38260895,20.4268401,11.718407,79.74888788,6.187325824,2.392151953,7.760564767,10.21470754,16.64724398,5.832851205,-54.91004227,9.01175381,11.35729465,6.64037474
E_AA_Z_B_X_P0005_D3,9/20/2025 6:13,16,V1.0,163.5308448,286.8734187,246.6497806,223.4848741,381.2391756,419.4832038,438.2011167,288.7662785,97.19703423,146.3617928,57.15032524,105.325832,0.891893158,0.984734861,0.965034164,0.860327409,48.93374207,29.20259405,22.57690408,21.70028328,70.38024001,11.68173318,28.36344741,17.38061944,37.44480109,6.406058087,9.011899727,14.85756896,31.75840633,3.476678643,3.119807215,3.052375244,9.347064769,4.589691241,9.838178417,-31.9806751,9.207254477,11.46130799,6.728592535
E_AA_Z_B_X_P0005_D3,9/20/2025 6:13,16,V1.0,224.4136553,244.1925984,240.6911594,182.9775763,467.0520345,482.6169524,319.5389809,418.3224991,104.7093139,68.25399715,3.414130519,108.4941562,0.880422435,0.993211829,0.972889497,0.897760681,50.03571553,20.99380581,9.105952877,0.8857334,39.74012142,4.557809053,15.26659455,20.27602645,43.89398111,10.70066086,3.93187528,2.883941111,0.419919817,5.302322437,4.488609643,4.380812622,14.8187536,21.22891699,23.59144306,-58.22823454,9.317643703,11.58323572,6.729758979
E_AA_Z_B_X_P0005_D3,9/20/2025 6:13,16,V1.0,229.5047564,247.7700771,230.4920645,231.6057929,504.3224066,435.3206774,471.9771487,405.365749,39.86832653,100.1019979,108.1104158,96.28851952,0.733330859,0.979882436,0.890848948,0.992007905,50.06016898,25.26916514,7.174661098,0.98299463,66.42781941,20.9463943,9.624089489,28.14918071,84.43837796,0.072699793,6.887103699,1.033679717,39.85164904,7.332976664,10.40390738,4.775169613,27.35149597,6.379643439,6.690997884,-79.28788263,9.502165424,11.81778677,6.840458004
E_AA_Z_B_X_P0005_D3,9/20/2025 6:14,16,V1.0,248.8387133,232.8984009,230.2882357,236.5832005,380.7365254,404.8157476,455.5085597,428.2033472,107.6705969,97.23229241,102.7883419,102.4537432,0.929322219,0.96953035,0.997327106,0.834416709,50.1476885,15.91861377,3.228659652,14.49241853,56.88659866,8.173953071,9.449192003,4.452669899,86.63883031,6.992090246,3.649554142,3.801580071,67.55617257,4.752239293,0.907694991,2.376667962,20.98055425,29.67241826,2.142096569,-31.18942501,9.660183753,12.05845018,7.028114039
E_AA_Z_B_X_P0005_D3,9/20/2025 6:14,16,V1.0,230.2267653,249.674288,245.4999109,174.8304404,431.4197305,378.0031666,508.8181173,403.6812556,94.06425683,96.48666663,3.861886855,94.94243337,0.886799412,0.906788264,0.972540699,0.951860979,48.21922812,25.92206124,17.4798742,10.17418681,58.79661091,25.71625346,3.695011888,30.22041877,42.33299903,9.147560173,14.00103581,8.7138708,1.167848941,6.036920873,2.601241301,9.354473981,9.187167526,21.52986881,8.557941818,-32.21086047,9.823507672,12.17604185,7.031358064
E_AA_Z_B_X_P0005_D3,9/20/2025 6:14,16,V1.0,263.1952798,249.1737293,256.7703657,242.1498329,445.9431866,283.2705594,431.8780986,411.9170969,92.27080278,96.13121667,101.1682605,94.15461583,0.950436436,0.982151277,0.83596834,0.445320901,49.58908713,25.6953743,18.73078319,6.090270814,22.5902731,13.09085331,24.4458191,26.53003774,47.56593221,29.3491037,5.409685148,15.44581224,11.14943515,7.246290414,9.553474232,4.690371152,1.015181324,17.81202374,26.93929125,-86.38427327,9.886258431,12.30816944,7.062328717
E_AA_Z_B_X_P0005_D3,9/20/2025 6:14,16,V1.0,234.544022,254.7907824,248.9115025,249.6169924,438.734883,424.0293798,414.2377423,402.8485542,81.59472044,107.7695668,92.34245603,107.1592678,0.949911104,0.99152061,0.899810137,0.879763788,50.00606427,20.91214243,7.284840837,24.77655072,5.812430133,12.5786057,10.22930344,30.39859557,68.93067417,1.885963078,15.49014461,10.67544373,2.602480355,1.76777377,6.258290951,7.34786471,18.02422284,0.904497123,5.210351867,-82.63160315,9.90240407,12.49964353,7.069557829
E_AA_Z_B_X_P0005_D3,9/20/2025 6:14,16,V1.0,230.4256987,204.0593712,202.4122407,242.5927507,326.9941514,350.5120809,387.6540149,416.4398572,94.58412133,92.27690008,101.7948996,22.96239453,0.858389448,0.858644303,0.920773056,0.901651442,50.51927267,27.73619786,19.78978285,24.89501173,46.03935595,11.52943898,31.67727691,9.54210628,46.06678955,13.60654749,7.529794281,4.703354116,40.19022463,1.87187238,0.059011329,1.054876433,2.387435089,15.17844287,4.665280186,-88.80629651,10.03029117,12.62760684,7.181197342
E_AA_Z_B_X_P0005_D3,9/20/2025 6:14,16,V1.0,174.3616971,248.3950388,246.8528233,195.2431729,420.7147939,310.7769284,446.1347561,469.8928246,90.54528477,98.1592219,95.7410494,103.1634446,0.836281413,0.801510354,0.82548207,0.991777566,49.88388561,2.494668162,11.89647925,3.087584846,26.39231612,5.036823346,8.767069775,3.562522096,0.500505426,23.04319515,2.307987906,12.33911721,46.22788556,4.60624459,4.537456052,1.177789496,8.619034527,18.75357636,2.453359343,-89.28262582,10.10360316,12.62899713,7.309608135
E_AA_Z_B_X_P0005_D3,9/20/2025 6:15,16,V1.0,248.3251799,256.4460277,283.2181114,238.0996345,453.2041408,310.8761653,372.1063708,422.0562171,92.07491978,92.12302022,13.95379897,99.27879155,0.987494534,0.955916698,0.950877292,0.944096691,49.99033005,23.84135167,0.793461514,4.450591165,61.02303529,11.94778238,4.65791559,18.46591832,6.481274745,27.09320598,5.35475451,5.379052433,63.5582638,3.307219604,0.326559379,8.196258719,2.433593616,8.970377989,7.997854664,-58.93441586,10.27311159,12.64700067,7.486158868
E_AA_Z_B_X_P0005_D3,9/20/2025 6:15,16,V1.0,243.8161279,228.8653834,226.5375444,160.3433946,397.4418473,437.7350831,453.808591,414.5263231,100.904038,108.4807714,103.0608205,16.98662113,0.36721651,0.882769307,0.989865088,0.995001704,49.54740079,11.85905239,4.915683308,19.30472356,35.2918608,25.50180688,21.6991092,31.03701882,62.45394323,8.397299109,6.665660193,10.44818497,61.55792376,10.91037314,1.230368189,8.592766896,2.857229663,1.106544187,7.742150439,-39.99999866,10.37114454,12.82048385,7.657153101
E_AA_Z_B_X_P0005_D3,9/20/2025 6:15,16,V1.0,231.0898198,263.5710414,170.8103987,226.6036299,437.3702424,513.9866365,374.7626,412.9015052,93.44044954,30.2881556,91.9834764,99.92207997,0.967999631,0.985607023,0.858302071,0.860378801,50.01623317,0.180047193,25.8887382,25.98593901,67.70334652,19.11296619,19.81414698,24.71818072,61.49691305,19.39657931,2.574241151,5.959578619,69.72528764,0.345898219,2.928193962,2.369280754,1.576256869,6.183415564,9.447232806,-30.67118596,10.55920939,12.9913086,7.850834455
E_AA_Z_B_X_P0005_D3,9/20/2025 6:15,16,V1.0,287.6262567,218.4706749,258.5952442,279.8407614,516.5968263,373.5658739,408.8520167,413.2275616,105.4678753,108.8179482,79.96909133,133.1051353,0.510362724,0.310273663,0.902914095,0.50410374,49.50159535,6.267366454,12.7197387,3.331253736,63.69630056,25.83390829,18.50232092,17.58032945,19.54427894,8.184296954,7.383952496,9.265250204,20.89597325,3.833632244,1.490512709,5.696752501,3.452851156,8.478616293,7.488180959,-31.91603912,10.73614356,13.04559827,7.908878825
E_AA_Z_B_X_P0005_D3,9/20/2025 6:15,16,V1.0,230.8000171,243.0413857,279.4047502,231.4618375,412.077019,384.2931578,405.143427,401.7660964,105.409513,95.51872506,97.92256893,90.16939003,0.946687606,0.362492681,0.907808701,0.907832035,49.88227487,21.33978381,29.17642965,10.4356516,59.71788609,3.265113481,17.0664347,12.75906327,75.9697638,2.457904229,19.48560792,2.980502853,35.4743055,13.70712019,0.038503566,7.620552052,27.30074945,9.878167906,13.65189302,-82.84228799,10.90202657,13.25662539,8.007418563
E_AA_Z_B_X_P0005_D3,9/20/2025 6:15,16,V1.0,232.1361973,259.0098783,211.2291648,223.2923828,516.9045869,497.1825888,377.5540413,418.2109638,107.8215106,99.61583466,99.54803831,138.2482579,0.960116111,0.950667084,0.744525407,0.933740963,48.82954704,1.103619834,0.006429341,26.84753256,13.35353909,0.762576851,22.48837797,0.179736079,33.66440246,10.17652165,7.232759717,0.658686703,43.03864613,2.044034559,6.116560913,2.21121011,1.200160797,7.468828188,9.626974504,-34.43365694,10.93911974,13.35013762,8.126970357
E_AA_Z_B_X_P0005_D3,9/20/2025 6:16,16,V1.0,165.9787371,221.9215843,233.2286933,237.8085994,358.8632482,293.7226498,414.9259628,404.5429558,108.2778986,66.42559191,103.2725837,101.2244003,0.871558805,0.844549291,0.440457719,0.920100995,49.79643911,26.16454715,19.55067324,14.3205958,52.3154137,8.630575488,5.48202605,15.25710002,46.95949226,6.152986064,15.83591091,0.759034448,40.40386261,7.213707368,3.696882714,7.415892199,3.904444478,9.464357873,4.004095684,-61.67868622,11.08444033,13.48058065,8.239203309
E_AA_Z_B_X_P0005_D3,9/20/2025 6:16,16,V1.0,257.6161316,240.9535816,294.1975383,251.304255,386.1758976,397.2528138,411.1573834,405.4243922,108.4991103,98.4160523,105.1905369,106.2631397,0.993906096,0.305712098,0.911373977,0.943244141,50.03430288,8.212143128,8.800273846,10.66811147,56.23554688,11.13449225,10.08862989,30.60472507,93.03777057,7.462396277,10.28042808,5.108648166,52.25394305,6.302611948,0.878150609,9.242177829,15.55338725,5.351780622,26.8693947,-65.06487402,11.24065018,13.7390189,8.384353151
E_AA_Z_B_X_P0005_D3,9/20/2025 6:16,16,V1.0,252.3719962,263.9614427,234.911768,289.5408474,428.0531614,392.7566653,447.9960535,401.203065,5.521913543,31.95789546,108.7563751,95.17260881,0.938308328,0.978114036,0.793334042,0.973541132,50.90506835,8.195459427,9.869757455,20.21657505,65.64931192,16.11877934,12.2572895,5.065122072,39.8250713,8.73675747,18.75947884,5.365109683,71.56828764,0.694901578,4.933430863,12.35206762,1.25664846,12.99617799,3.647952278,-44.71413004,11.42300938,13.8496441,8.58315395
E_AA_Z_B_X_P0005_D3,9/20/2025 6:16,16,V1.0,226.4904608,225.7759351,247.7623232,231.0402708,422.0147849,353.3350483,422.8888906,400.0605053,27.54894303,91.98012693,101.306988,106.8118482,0.877124146,0.997591299,0.932720385,0.951150711,49.97987296,15.56039033,27.24418344,8.151906157,12.50385496,6.432761109,30.36920585,24.88838413,89.69614781,9.585142751,16.23554192,24.06125546,14.6559062,2.419552577,1.127598793,4.576943692,28.05670006,4.476239736,29.30862009,-56.12530981,11.45774231,14.09880007,8.623864801
E_AA_Z_B_X_P0005_D3,9/20/2025 6:16,16,V1.0,258.3719403,222.2954082,217.2935805,226.6785781,300.9749802,449.4257076,453.182752,400.8296591,108.6042418,108.4969101,93.19245177,99.43537635,0.935439129,0.928211176,0.894158598,0.828526983,50.23159451,22.96248115,0.416712108,27.13294012,26.58572263,12.30999427,1.189739174,20.47818246,73.82268316,18.66518755,19.29766936,17.45925028,10.0477637,4.399004959,1.1408516,3.486874629,29.82872823,7.198380568,17.44248565,-32.79090084,11.53159154,14.30386308,8.651775255
E_AA_Z_B_X_P0005_D3,9/20/2025 6:16,16,V1.0,221.3712303,220.3670531,280.4876896,224.9495372,386.9288682,397.2820452,416.487752,424.6144615,97.92706255,105.2219714,105.6286266,96.92952909,0.905719221,0.953175298,0.981960028,0.958829672,50.28643084,27.39241099,12.27940696,4.232544665,53.09633964,21.84370785,2.425854901,31.71227001,18.18123626,15.62542503,4.316055714,22.40683246,38.99691251,12.61204515,2.711265216,4.269413013,6.464005233,13.83866323,17.15533207,-50.32480301,11.67908138,14.35436651,8.760100012
E_AA_Z_B_X_P0005_D3,9/20/2025 6:17,16,V1.0,222.6278637,222.0019379,229.0646775,240.8733417,440.592511,507.8672208,292.6419137,423.5892676,92.82101656,107.3963477,12.30729218,90.19095735,0.852242744,0.982353562,0.966672096,0.946920626,49.73980254,2.638186349,21.64441695,14.58292778,51.6922428,2.095845039,31.55268762,1.894668349,44.42996393,19.94778597,13.56245861,22.86865889,32.55371547,2.255520279,3.597197862,4.249766957,9.117203999,6.123135402,2.068208698,-43.42098858,11.82267094,14.47778308,8.850527
E_AA_Z_B_X_P0005_D3,9/20/2025 6:17,16,V1.0,237.1524859,183.4274493,231.5813743,257.3426983,379.5325287,463.7047731,411.0265803,412.0081241,93.58431906,17.34693259,96.46032947,26.31897132,0.943968529,0.91798568,0.962930223,0.326816905,49.99901203,18.38963898,3.470111282,18.28641515,5.396336042,24.63279793,6.355396558,23.05705652,86.77780553,13.19904967,4.851760214,1.73582207,39.59316261,8.026237799,14.44774182,13.77349661,4.704341409,5.866772982,1.805052701,-31.72640707,11.83766076,14.71883254,8.960508007
E_AA_Z_B_X_P0005_D3,9/20/2025 6:17,16,V1.0,229.1870917,264.508135,292.9198837,233.2166479,395.6416885,441.5427919,423.2077426,492.2367218,99.43904304,105.0316042,97.01905623,108.8228391,0.93608403,0.912686246,0.743334677,0.85984468,49.52113251,12.54269679,2.623093163,27.19520895,5.33714188,24.43455858,16.52662755,20.71890267,56.2788838,10.18629011,20.08861447,29.22752423,34.23619843,3.997101925,2.567138805,2.882400926,4.482653564,1.396815596,1.510906358,-74.23075661,11.85248616,14.87516277,9.055608558
E_AA_Z_B_X_P0005_D3,9/20/2025 6:17,16,V1.0,259.7553381,237.7630009,250.9792359,223.7301538,421.2441728,396.1532978,435.7432196,423.5197868,42.81424687,91.48619809,90.95857745,105.5415866,0.862333475,0.81223701,0.995224854,0.983372216,49.77799949,22.57067224,7.045368633,7.786676025,64.55457099,7.662762835,5.357782226,7.030265637,88.94242681,24.00425281,14.8878725,6.21923695,25.60317862,0.856391181,0.557043926,6.20409734,15.2906821,6.70538394,5.65997767,-34.48271338,12.03180441,15.12222507,9.126728499
